form,lemma,upos,feats
become,become,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
documenting,document,VERB,{'VerbForm': 'Ger'}
said,say,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
includes,include,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
rolling,roll,VERB,{'VerbForm': 'Ger'}
observed,observe,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
identifies,identify,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
features,feature,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
united,unite,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
include,include,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
had,have,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
said,say,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
serve,serve,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
enjoy,enjoy,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
including,include,VERB,{'VerbForm': 'Ger'}
observed,observe,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
opening,open,VERB,{'VerbForm': 'Ger'}
thought,think,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
said,say,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
did,do,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
consumed,consume,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}"
know,know,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
increased,increase,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
think,think,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
knows,know,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
know,know,VERB,{'VerbForm': 'Inf'}
said,say,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
said,say,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
think,think,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
painting,paint,VERB,{'VerbForm': 'Ger'}
think,think,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
breaking,break,VERB,{'VerbForm': 'Ger'}
made,make,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
known,know,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
used,use,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
said,say,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
liked,like,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
looked,look,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
explained,explain,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
revealed,reveal,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
according,accord,VERB,{'VerbForm': 'Ger'}
reproduce,reproduce,VERB,{'VerbForm': 'Inf'}
create,create,VERB,{'VerbForm': 'Inf'}
use,use,VERB,{'VerbForm': 'Inf'}
commit,commit,VERB,{'VerbForm': 'Inf'}
applying,apply,VERB,{'VerbForm': 'Ger'}
manipulating,manipulate,VERB,{'VerbForm': 'Ger'}
exhibited,exhibit,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
called,call,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
said,say,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
commercialize,commercialize,VERB,{'VerbForm': 'Inf'}
make,make,VERB,{'VerbForm': 'Inf'}
pick,pick,VERB,{'VerbForm': 'Inf'}
buy,buy,VERB,{'VerbForm': 'Inf'}
wanted,want,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
made,make,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
go,go,VERB,{'VerbForm': 'Inf'}
said,say,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
admitted,admit,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
skip,skip,VERB,{'VerbForm': 'Inf'}
attend,attend,VERB,{'VerbForm': 'Inf'}
opening,open,VERB,{'VerbForm': 'Ger'}
allowed,allow,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
attend,attend,VERB,{'VerbForm': 'Inf'}
want,want,VERB,{'VerbForm': 'Inf'}
attend,attend,VERB,{'VerbForm': 'Inf'}
said,say,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
said,say,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
seen,see,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
blown,blow,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
filled,fill,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
thought,think,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}"
said,say,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
smacked,smack,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}"
recreated,recreate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
opening,open,VERB,{'VerbForm': 'Ger'}
pointed,point,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
noting,note,VERB,{'VerbForm': 'Ger'}
worked,work,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
pointed,point,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
served,serve,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
adorned,adorn,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
observed,observe,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
wear,wear,VERB,{'VerbForm': 'Inf'}
don,don,VERB,{'VerbForm': 'Inf'}
have,have,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
taken,take,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
displayed,display,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
became,become,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
wanted,want,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
attend,attend,VERB,{'VerbForm': 'Inf'}
observed,observe,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
took,take,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
left,leave,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
used,use,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
make,make,VERB,{'VerbForm': 'Inf'}
learned,learn,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
call,call,VERB,{'VerbForm': 'Inf'}
analyse,analyse,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
analysed,analyse,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
published,publish,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
found,find,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
exceeded,exceed,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
decreasing,decrease,VERB,{'VerbForm': 'Ger'}
examined,examine,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
considered,consider,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
estimated,estimate,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
increasing,increase,VERB,{'VerbForm': 'Ger'}
changing,change,VERB,{'VerbForm': 'Ger'}
increase,increase,VERB,{'VerbForm': 'Inf'}
told,tell,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
leading,lead,VERB,{'VerbForm': 'Ger'}
offsetting,offset,VERB,{'VerbForm': 'Ger'}
reinforcing,reinforce,VERB,{'VerbForm': 'Ger'}
increase,increase,VERB,{'VerbForm': 'Inf'}
depending,depend,VERB,{'VerbForm': 'Ger'}
focuses,focus,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
increases,increase,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
said,say,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
known,know,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
impact,impact,VERB,{'VerbForm': 'Inf'}
looked,look,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
depending,depend,VERB,{'VerbForm': 'Ger'}
providing,provide,VERB,{'VerbForm': 'Ger'}
notes,note,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
causes,cause,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
combined,combine,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
highlighting,highlight,VERB,{'VerbForm': 'Ger'}
published,publish,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
show,show,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
lose,lose,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
do,do,VERB,{'VerbForm': 'Inf'}
found,find,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
caused,cause,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
attributed,attribute,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
include,include,VERB,{'VerbForm': 'Inf'}
rising,rise,VERB,{'VerbForm': 'Ger'}
has,have,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
offsetting,offset,VERB,{'VerbForm': 'Ger'}
says,say,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
have,have,VERB,{'VerbForm': 'Inf'}
increased,increase,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
increases,increase,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
damaging,damage,VERB,{'VerbForm': 'Ger'}
affects,affect,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
noted,note,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
show,show,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
improve,improve,VERB,{'VerbForm': 'Inf'}
understand,understand,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
need,need,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
taken,take,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
improve,improve,VERB,{'VerbForm': 'Inf'}
told,tell,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
dropped,drop,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
driven,drive,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
declined,decline,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
depend,depend,VERB,{'VerbForm': 'Inf'}
supported,support,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
rules,rule,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
ruled,rule,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
associate,associate,VERB,{'VerbForm': 'Inf'}
worship,worship,VERB,{'VerbForm': 'Inf'}
banned,ban,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
conducting,conduct,VERB,{'VerbForm': 'Ger'}
estimates,estimate,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
use,use,VERB,{'VerbForm': 'Inf'}
focuses,focus,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
surviving,survive,VERB,{'VerbForm': 'Ger'}
allows,allow,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
address,address,VERB,{'VerbForm': 'Inf'}
united,unite,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
enabled,enable,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
coordinate,coordinate,VERB,{'VerbForm': 'Inf'}
harmonize,harmonize,VERB,{'VerbForm': 'Inf'}
preserving,preserve,VERB,{'VerbForm': 'Ger'}
achieving,achieve,VERB,{'VerbForm': 'Ger'}
upholding,uphold,VERB,{'VerbForm': 'Ger'}
like,like,VERB,{'VerbForm': 'Inf'}
congratulate,congratulate,VERB,{'VerbForm': 'Inf'}
elected,elect,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
preside,preside,VERB,{'VerbForm': 'Inf'}
express,express,VERB,{'VerbForm': 'Inf'}
like,like,VERB,{'VerbForm': 'Inf'}
convey,convey,VERB,{'VerbForm': 'Inf'}
leading,lead,VERB,{'VerbForm': 'Ger'}
united,unite,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
reign,reign,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
takes,take,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
vitalized,vitalize,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
united,unite,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
sharing,share,VERB,{'VerbForm': 'Ger'}
admitted,admit,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
engaged,engage,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
carrying,carry,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}"
working,work,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}"
strengthen,strengthen,VERB,{'VerbForm': 'Inf'}
bringing,bring,VERB,{'VerbForm': 'Ger'}
achieving,achieve,VERB,{'VerbForm': 'Ger'}
defined,define,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
determined,determine,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
make,make,VERB,{'VerbForm': 'Inf'}
considers,consider,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
commended,commend,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
made,make,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
encouraged,encourage,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
welcomed,welcome,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
committed,commit,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
assess,assess,VERB,{'VerbForm': 'Inf'}
mark,mark,VERB,{'VerbForm': 'Inf'}
believe,believe,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
set,set,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
contributing,contribute,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}"
meet,meet,VERB,{'VerbForm': 'Inf'}
remain,remain,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
convinced,convince,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
continue,continue,VERB,{'VerbForm': 'Inf'}
demonstrate,demonstrate,VERB,{'VerbForm': 'Inf'}
enshrined,enshrine,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
united,unite,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
playing,play,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}"
continue,continue,VERB,{'VerbForm': 'Inf'}
do,do,VERB,{'VerbForm': 'Inf'}
adopting,adopt,VERB,{'VerbForm': 'Ger'}
becoming,become,VERB,{'VerbForm': 'Ger'}
adopted,adopt,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
associated,associate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
enforcing,enforce,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}"
focusing,focus,VERB,{'VerbForm': 'Ger'}
started,start,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
submit,submit,VERB,{'VerbForm': 'Inf'}
united,unite,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
taking,take,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}"
play,play,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
adopted,adopt,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
remains,remain,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
committed,commit,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
reflected,reflect,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
maintain,maintain,VERB,{'VerbForm': 'Inf'}
fight,fight,VERB,{'VerbForm': 'Inf'}
like,like,VERB,{'VerbForm': 'Inf'}
take,take,VERB,{'VerbForm': 'Inf'}
thank,thank,VERB,{'VerbForm': 'Inf'}
united,unite,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
note,note,VERB,{'VerbForm': 'Inf'}
prevailing,prevail,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}"
engaged,engage,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
lead,lead,VERB,{'VerbForm': 'Inf'}
remove,remove,VERB,{'VerbForm': 'Inf'}
caused,cause,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
guided,guide,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
integrated,integrate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
integrated,integrate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
implementing,implement,VERB,{'VerbForm': 'Ger'}
cooperating,cooperate,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}"
making,make,VERB,{'VerbForm': 'Ger'}
opening,open,VERB,{'VerbForm': 'Ger'}
stimulating,stimulate,VERB,{'VerbForm': 'Ger'}
cooperating,cooperate,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}"
organized,organize,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
reinforcing,reinforce,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}"
guided,guide,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
hold,hold,VERB,{'VerbForm': 'Inf'}
committed,commit,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
doing,do,VERB,{'VerbForm': 'Ger'}
required,require,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
ensure,ensure,VERB,{'VerbForm': 'Inf'}
committed,commit,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
continuing,continue,VERB,{'VerbForm': 'Ger'}
work,work,VERB,{'VerbForm': 'Inf'}
specialized,specialize,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
implementing,implement,VERB,{'VerbForm': 'Ger'}
strengthening,strengthen,VERB,{'VerbForm': 'Ger'}
committed,commit,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
enhanced,enhance,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
serve,serve,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
ensuring,ensure,VERB,{'VerbForm': 'Ger'}
attracting,attract,VERB,{'VerbForm': 'Ger'}
facing,face,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}"
pending,pend,VERB,{'VerbForm': 'Ger'}
appreciates,appreciate,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
governing,govern,VERB,{'VerbForm': 'Ger'}
united,unite,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
allow,allow,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
congratulate,congratulate,VERB,{'VerbForm': 'Inf'}
united,unite,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
assuming,assume,VERB,{'VerbForm': 'Ger'}
made,make,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}"
comes,come,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
redeem,redeem,VERB,{'VerbForm': 'Inf'}
sleeps,sleep,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
awake,awake,VERB,{'VerbForm': 'Inf'}
comes,come,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
comes,come,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
step,step,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
ends,end,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
suppressed,suppress,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
finds,find,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
take,take,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
started,start,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
filled,fill,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
lost,lose,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
forgotten,forget,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
gave,give,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
end,end,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
discovers,discover,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
celebrate,celebrate,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
await,await,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
