form,lemma,upos,feats,frequency,Log_Freq_HAL,I_Mean_RT
enters,enter,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,2.29,783.0410132525479
distorted,distort,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,2.017,787.4535633166261
summarized,summarize,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1,0.6021,810.3228566707069
curve,curve,VERB,{'VerbForm': 'Inf'},1,2.3729,781.7010850462766
concentrated,concentrate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,2.0,787.7283374964404
squeeze,squeeze,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,2.8865,773.3996721784725
towering,tower,VERB,{'VerbForm': 'Ger'},2,1.5185,795.5109120600067
elapsed,elapse,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2,1.415,797.1838019194649
plotted,plot,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2,1.7243,792.1845281655478
warp,warp,VERB,{'VerbForm': 'Inf'},1,2.4487,780.4759154680454
simulating,simulate,VERB,{'VerbForm': 'Ger'},1,0.0,820.0547115922506
walks,walk,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",2,2.9717,772.022568641991
distort,distort,VERB,{'VerbForm': 'Inf'},1,1.3222,798.6837456775105
bends,bend,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,1.8921,789.4723453789094
distorts,distort,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",2,0.0,820.0547115922506
deviating,deviate,VERB,{'VerbForm': 'Ger'},1,0.6021,810.3228566707069
vlog,vlog,VERB,{'VerbForm': 'Inf'},5,0.0,820.0547115922506
signed,sign,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",2,3.2648,767.28513851825
inclined,incline,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,2.2304,784.0043392006031
pack,pack,VERB,{'VerbForm': 'Inf'},8,3.3495,765.9161165752926
coursing,course,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",1,1.3979,797.4601924179841
knocked,knock,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1,3.1011,769.9310522379922
roasted,roast,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,1.9395,788.7062103128387
shitting,shit,VERB,{'VerbForm': 'Ger'},1,0.0,820.0547115922506
implied,imply,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '2', 'Tense': 'Past', 'VerbForm': 'Fin'}",1,2.0414,787.0591815526572
appreciate,appreciate,VERB,{'VerbForm': 'Inf'},2,3.6409,761.206163869533
chop,chop,VERB,{'VerbForm': 'Inf'},1,2.842,774.1189340021043
sizzle,sizzle,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}",1,1.5185,795.5109120600067
link,link,VERB,{'VerbForm': 'Inf'},3,2.7853,775.0353867077206
sounding,sound,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",1,2.2878,783.0765722640533
dry,dry,VERB,{'VerbForm': 'Inf'},5,3.3395,766.0777484457716
tests,test,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,3.0785,770.2963402652748
coughing,cough,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",1,2.4014,781.2404342154114
circulates,circulate,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,0.0,820.0547115922506
checked,check,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1,3.3771,765.4700126127703
stabilize,stabilize,VERB,{'VerbForm': 'Inf'},1,1.8865,789.5628592263777
noticing,notice,VERB,{'VerbForm': 'Ger'},1,2.2945,782.9682789108324
taste,taste,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",5,3.418,764.808938262511
gargling,gargle,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",1,0.0,820.0547115922506
smelling,smell,VERB,{'VerbForm': 'Ger'},1,2.4048,781.1854793794485
smell,smell,VERB,{'VerbForm': 'Inf'},8,3.6275,761.4227505759749
drank,drink,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1,2.8176,774.5133157660732
enriched,enrich,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2,1.3424,798.3572492991428
backing,back,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",1,2.5119,779.4544020466178
moisturizing,moisturize,VERB,{'VerbForm': 'Ger'},1,0.0,820.0547115922506
infused,infuse,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1,0.0,820.0547115922506
counteracts,counteract,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'Typo': 'Yes', 'VerbForm': 'Fin'}",1,0.0,820.0547115922506
last,last,VERB,{'VerbForm': 'Inf'},5,4.5668,746.2406689818777
hiking,hike,VERB,{'VerbForm': 'Ger'},6,2.1335,785.5705520255451
cleaned,clean,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2,2.9581,772.2423879858426
roll,roll,VERB,{'VerbForm': 'Inf'},1,3.5089,763.3397045598565
chill,chill,VERB,"{'Person': '2', 'VerbForm': 'Inf'}",3,2.9186,772.8808338742348
hike,hike,VERB,{'VerbForm': 'Inf'},2,2.5237,779.2636764394525
ending,end,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",1,2.9101,773.0182209641421
comment,comment,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}",2,2.8162,774.5359442279403
subscribe,subscribe,VERB,{'VerbForm': 'Inf'},1,1.6532,793.3337307646539
clear,clear,VERB,{'VerbForm': 'Inf'},1,3.9427,756.3281140184753
part,part,VERB,{'VerbForm': 'Inf'},2,4.1251,753.3799487009373
swatch,swatch,VERB,{'VerbForm': 'Inf'},1,1.2788,799.3852279953895
insert,insert,VERB,{'VerbForm': 'Inf'},1,2.1523,785.2666841090445
rang,ring,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1,2.444,780.5518824471706
separating,separate,VERB,{'VerbForm': 'Ger'},2,1.8261,790.539115724071
ordered,order,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1,3.2755,767.1121924168375
rubbed,rub,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,2.143,785.41700174859
expires,expire,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,1.7559,791.6737714548341
expire,expire,VERB,{'VerbForm': 'Inf'},1,1.6721,793.0282465294484
research,research,VERB,{'VerbForm': 'Inf'},1,3.2276,767.8864090764322
chocked,chock,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,0.0,820.0547115922506
tuck,tuck,VERB,{'VerbForm': 'Inf'},1,2.6096,777.8752586720375
signifies,signify,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,1.3802,797.746280828732
tracking,track,VERB,{'VerbForm': 'Ger'},4,2.828,774.345218620775
process,process,VERB,{'VerbForm': 'Inf'},1,3.1547,769.0647054122244
book,book,VERB,{'VerbForm': 'Inf'},3,3.9555,756.121225224262
refer,refer,VERB,{'VerbForm': 'Inf'},1,2.574,778.4506681309429
craves,crave,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,0.0,820.0547115922506
lagged,lag,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,0.699,808.7566438457649
jogs,jog,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,1.2553,799.7650628910153
roaring,roar,VERB,{'VerbForm': 'Ger'},1,2.1959,784.5619691537559
steeped,steep,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,1.2041,800.5926180678681
consist,consist,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,1.3617,798.0452997891182
massacred,massacre,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1,1.699,792.5934567978599
enslaved,enslave,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1,1.6232,793.8186263760911
flies,fly,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,2.8561,773.8910330647288
chartering,charter,VERB,{'VerbForm': 'Ger'},1,0.0,820.0547115922506
pre-organised,pre-organise,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,0.0,820.0547115922506
serviced,service,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,0.0,820.0547115922506
arises,arise,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,1.7324,792.0536063504599
notify,notify,VERB,{'VerbForm': 'Inf'},1,2.5658,778.5832062647357
near,near,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '2', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,3.6273,761.4259832133845
rent,rent,VERB,{'VerbForm': 'Inf'},3,3.2463,767.5841574786364
warranted,warrant,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,1.301,799.0264052429261
meander,meander,VERB,{'VerbForm': 'Inf'},1,0.6021,810.3228566707069
boasts,boast,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,1.2304,800.1675262485081
sheltered,shelter,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,1.7324,792.0536063504599
utilise,utilise,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,0.0,820.0547115922506
blooded,blood,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,1.3802,797.746280828732
commemorate,commemorate,VERB,{'VerbForm': 'Inf'},1,1.6812,792.8811615273125
blessed,bless,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,2.8482,774.0187222424073
ranked,rank,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2,1.699,792.5934567978599
marvelled,marvel,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,4.304,750.4883545380671
boasted,boast,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,1.1761,801.0451873052094
list,list,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '2', 'Tense': 'Pres', 'VerbForm': 'Fin'}",3,3.6139,761.6425699198264
purchased,purchase,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",5,2.281,783.1864819359791
boarding,board,VERB,{'VerbForm': 'Ger'},3,2.752,775.5736208364158
departing,depart,VERB,{'VerbForm': 'Ger'},3,1.9031,789.2945503213824
renew,renew,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,2.0492,786.9331086936835
depart,depart,VERB,{'VerbForm': 'Inf'},1,2.0414,787.0591815526572
enjoying,enjoy,VERB,{'VerbForm': 'Ger'},1,2.939,772.5511048584575
publicized,publicize,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,1.0792,802.6114001301514
comprised,comprise,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,1.3979,797.4601924179841
piled,pile,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,1.8865,789.5628592263777
situated,situate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",5,1.6335,793.6521455494976
houses,house,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,2.9894,771.7364802312431
bordered,border,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,0.699,808.7566438457649
accessed,access,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,0.0,820.0547115922506
dwarfed,dwarf,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,0.6021,810.3228566707069
park,park,VERB,{'VerbForm': 'Inf'},2,3.5657,762.4216355355354
clustered,cluster,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,0.699,808.7566438457649
parking,park,VERB,{'VerbForm': 'Ger'},1,3.1399,769.3039205805335
evacuate,evacuate,VERB,{'VerbForm': 'Inf'},1,2.4579,780.3272141472047
motorized,motorize,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,0.0,820.0547115922506
shopping,shop,VERB,{'VerbForm': 'Ger'},2,3.185,768.5749608446729
contact,contact,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}",1,3.5193,763.1716074145583
frozen,freeze,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,2.8938,773.2816809130229
sporting,sport,VERB,{'VerbForm': 'Ger'},1,2.2041,784.429431019963
composed,compose,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",3,1.9912,787.870573542462
renowned,renown,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,1.8325,790.4356713269646
frequented,frequent,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,1.1461,801.5300829166465
very,vary,VERB,"{'Typo': 'Yes', 'VerbForm': 'Inf'}",1,4.8014,742.4487853004391
sampling,sample,VERB,{'VerbForm': 'Ger'},1,1.5798,794.5201086939701
relaxed,relax,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,2.5527,778.7949440150633
enjoys,enjoy,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,2.179,784.8351270148654
allocated,allocate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,0.9031,805.4577373692875
rebuilt,rebuild,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1,1.8692,789.8424823623064
picnic,picnic,VERB,{'VerbForm': 'Inf'},1,2.776,775.1857043472661
regarded,regard,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2,2.0212,787.3856779310248
roam,roam,VERB,{'VerbForm': 'Inf'},2,2.2405,783.8410910114193
inscribed,inscribe,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,1.5185,795.5109120600067
house,house,VERB,{'VerbForm': 'Inf'},1,4.4185,748.6376696210821
battling,battle,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",1,2.1072,785.995643844905
repositioning,reposition,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",1,0.0,820.0547115922506
owing,owe,VERB,{'VerbForm': 'Ger'},1,1.8062,790.8607631463244
repurposed,repurpose,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,0.0,820.0547115922506
ensures,ensure,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,1.1139,802.0505375395891
referred,refer,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",3,2.3541,782.0049529627772
soared,soar,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1,1.3802,797.746280828732
inhabited,inhabit,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,1.7634,791.5525475519747
depicts,depict,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,0.0,820.0547115922506
bustling,bustle,VERB,{'VerbForm': 'Ger'},1,1.1761,801.0451873052094
incorporated,incorporate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2,8.969,675.08708695959
renamed,rename,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,1.0414,803.2223686005622
endure,endure,VERB,{'VerbForm': 'Inf'},1,2.3541,782.0049529627772
starved,starve,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,2.3747,781.6719913095903
campaigning,campaign,VERB,{'VerbForm': 'Ger'},1,1.6628,793.1785641689941
capitalizing,capitalize,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",1,0.6021,810.3228566707069
renovated,renovate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,1.3979,797.4601924179841
reused,reuse,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,0.0,820.0547115922506
fueled,fuel,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,1.699,792.5934567978599
drift,drift,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,2.5159,779.3897492984262
stroll,stroll,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,2.3263,782.4542895627089
dine,dine,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,2.3424,782.1940622512377
photograph,photograph,VERB,{'VerbForm': 'Inf'},1,2.7634,775.3893605040697
crawl,crawl,VERB,{'VerbForm': 'Inf'},1,2.7889,774.9771992343481
swim,swim,VERB,{'VerbForm': 'Inf'},2,3.2103,768.166032212361
maintains,maintain,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,1.7634,791.5525475519747
listing,list,VERB,{'VerbForm': 'Ger'},1,1.9868,787.9416915654728
merged,merge,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,1.3617,798.0452997891182
commenced,commence,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1,1.4472,796.6633472965224
insured,ensure,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'Typo': 'Yes', 'VerbForm': 'Fin'}",1,2.1038,786.0505986808679
planted,plant,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",3,2.6599,777.0622503635278
ensured,ensure,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1,0.0,820.0547115922506
relocate,relocate,VERB,{'VerbForm': 'Inf'},1,1.8195,790.6457927585873
flourish,flourish,VERB,{'VerbForm': 'Inf'},1,1.6232,793.8186263760911
freeze,freeze,VERB,{'VerbForm': 'Inf'},5,8.645,680.3239595631112
numbered,number,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2,1.9685,788.2374778884495
designated,designate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2,2.1239,785.725718621205
values,value,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,2.6365,777.4404689404488
camping,camp,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",1,2.4997,779.6515929286022
barbeque,barbeque,VERB,{'VerbForm': 'Inf'},1,0.0,820.0547115922506
purchase,purchase,VERB,{'VerbForm': 'Inf'},1,2.5132,779.4333899034556
importing,import,VERB,{'VerbForm': 'Ger'},1,0.0,820.0547115922506
oozes,ooze,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,0.0,820.0547115922506
thrives,thrive,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,1.3979,797.4601924179841
blooming,bloom,VERB,{'VerbForm': 'Ger'},2,1.9138,789.1216042199699
comprising,comprise,VERB,{'VerbForm': 'Ger'},1,0.699,808.7566438457649
spared,spare,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,2.2304,784.0043392006031
forms,form,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",2,2.7642,775.3764299544314
peaking,peak,VERB,{'VerbForm': 'Ger'},1,0.0,820.0547115922506
protected,protect,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2,2.7443,775.6980773766846
migrates,migrate,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,0.6021,810.3228566707069
ploughing,plough,VERB,{'VerbForm': 'Ger'},1,0.0,820.0547115922506
reached,reach,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2,3.1011,769.9310522379922
renting,rent,VERB,{'VerbForm': 'Ger'},1,2.2122,784.298509204875
mapped,map,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,1.6721,793.0282465294484
ease,ease,VERB,{'VerbForm': 'Inf'},1,2.989,771.7429455060623
circles,circle,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,2.6117,777.8413159792369
desired,desire,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",4,2.0645,786.6858119318506
to,do,VERB,"{'Typo': 'Yes', 'VerbForm': 'Inf'}",1,6.0632,722.0540758833926
arrange,arrange,VERB,{'VerbForm': 'Inf'},3,2.8987,773.2024812964881
pre,prearrange,VERB,"{'Tense': 'Past', 'Typo': 'Yes', 'VerbForm': 'Part'}",1,0.0,820.0547115922506
crosses,cross,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,2.2788,783.2220409474845
restocked,restock,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,0.0,820.0547115922506
permitted,permit,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2,2.3483,782.0986994476551
ordering,order,VERB,{'VerbForm': 'Ger'},1,2.5682,778.5444146158208
loving,love,VERB,{'VerbForm': 'Ger'},1,3.1059,769.8534689401622
toured,tour,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,1.6721,793.0282465294484
rest,rest,VERB,{'VerbForm': 'Inf'},1,4.0359,754.8217049856105
gallivanting,gallivant,VERB,{'VerbForm': 'Ger'},1,0.0,820.0547115922506
bow,bow,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '2', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,3.0149,771.3243189615216
practised,practise,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,1.4771,796.18006800379
dictate,dictate,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,1.9542,788.4686114632344
salute,salute,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,2.5694,778.5250187913633
wai,wai,VERB,{'VerbForm': 'Inf'},2,0.0,820.0547115922506
reciprocate,reciprocate,VERB,{'VerbForm': 'Inf'},1,1.4314,796.9187256518792
wai'd,wai,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,0.0,820.0547115922506
shake,shake,VERB,{'VerbForm': 'Inf'},7,3.3058,766.622447849286
waiing,wai,VERB,{'VerbForm': 'Ger'},1,0.0,820.0547115922506
dressing,dress,VERB,{'VerbForm': 'Ger'},1,2.9058,773.087722668448
lowering,lower,VERB,{'VerbForm': 'Ger'},1,1.7782,791.3133323836657
capped,cap,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,1.7993,790.9722891369549
view,view,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,3.2936,766.8196387312704
slip,slip,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,3.1209,769.6110211344436
covers,cover,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,2.6803,776.7325213477505
advised,advise,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,2.4281,780.8088771212323
place,place,VERB,{'VerbForm': 'Inf'},17,4.4877,747.519177077367
aided,aid,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,1.5315,795.300790628384
lies,lie,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,3.2751,767.1186576916566
receives,receive,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,1.9031,789.2945503213824
spans,span,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,1.301,799.0264052429261
repeating,repeat,VERB,{'VerbForm': 'Ger'},1,2.433,780.7296775046975
dividing,divide,VERB,{'VerbForm': 'Ger'},1,1.7924,791.0838151275855
intersect,intersect,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",2,1.2304,800.1675262485081
platted,plat,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2,0.0,820.0547115922506
dates,date,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1,2.9694,772.0597439722012
vying,vie,VERB,{'VerbForm': 'Ger'},1,1.1761,801.0451873052094
proclaimed,proclaim,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1,1.5441,795.0971344715804
dotted,dot,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1,1.716,792.3186826180455
staying,stay,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",2,3.483,763.7583311043973
