form,lemma,upos,feats,frequency,Log_Freq_HAL,I_Mean_RT
commended,commend,VERB,"['Fin', 'Ind', 'Past']",1,1.415,797.1838019194649
enshrined,enshrine,VERB,"['Past', 'Part']",1,0.0,820.0547115922506
enforcing,enforce,VERB,['Ger'],1,1.2553,799.7650628910153
prevailing,prevail,VERB,['Ger'],1,1.4624,796.4176668533942
guided,guide,VERB,"['Past', 'Part']",3,2.0294,787.253139797232
cooperating,cooperate,VERB,['Ger'],2,2.0414,787.0591815526572
continuing,continue,VERB,['Ger'],3,2.3118,782.6886557749036
specialized,specialize,VERB,"['Past', 'Part']",1,1.7324,792.0536063504599
strengthening,strengthen,VERB,['Ger'],1,1.2788,799.3852279953895
pending,pend,VERB,['Ger'],1,2.243,783.8006830437995
appreciates,appreciate,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,2.2041,784.429431019963
assuming,assume,VERB,['Ger'],1,2.7536,775.5477597371391
redeem,redeem,VERB,['Inf'],3,1.9243,788.9518907559668
sleeps,sleep,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,2.617,777.7556510878829
awake,awake,VERB,['Inf'],1,3.1345,769.3912017905922
suppressed,suppress,VERB,"['Past', 'Part']",1,1.5563,794.8999435895959
forgotten,forget,VERB,"['Past', 'Part']",1,3.2485,767.5485984671309
discovers,discover,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,1.9912,787.870573542462
celebrate,celebrate,VERB,['Inf'],1,3.1035,769.8922605890772
await,await,VERB,['Inf'],1,2.2601,783.5242925452803
grasp,grasp,VERB,['Inf'],1,2.3692,781.7608888383538
rests,rest,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",2,2.1492,785.316789988893
representing,represent,VERB,['Ger'],2,2.3692,781.7608888383538
endured,endure,VERB,"['Past', 'Part']",2,1.8751,789.7471195587237
beckons,beckon,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",2,1.301,799.0264052429261
fulfill,fulfill,VERB,['Inf'],1,2.301,782.863218195021
labour,labour,VERB,['Inf'],1,0.0,820.0547115922506
knit,knit,VERB,"['Past', 'Part']",1,1.9912,787.870573542462
blaming,blame,VERB,['Ger'],1,2.5502,778.835351982683
dwell,dwell,VERB,['Inf'],2,2.1553,785.2181945479008
clings,cling,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,1.3802,797.746280828732
rises,rise,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",2,2.3139,782.6547130821031
cherished,cherish,VERB,"['Past', 'Part']",1,1.8195,790.6457927585873
materializes,materialize,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,0.0,820.0547115922506
betrayed,betray,VERB,"['Past', 'Part']",1,2.7716,775.2568223702768
rejoice,rejoice,VERB,['Inf'],1,1.9395,788.7062103128387
surround,surround,VERB,['Inf'],1,2.1959,784.5619691537559
encompass,encompass,VERB,['Inf'],1,1.0414,803.2223686005622
embodying,embody,VERB,['Ger'],1,4.718,743.7967951002345
lighted,light,VERB,"['Fin', 'Ind', 'Past']",1,1.7559,791.6737714548341
strayed,stray,VERB,"['Past', 'Part']",1,1.6902,792.7356928438815
succeeding,succeed,VERB,['Ger'],1,1.5563,794.8999435895959
send,send,VERB,['Inf'],5,3.9624,756.0096992336315
pledge,pledge,VERB,['Inf'],1,2.5465,778.8951557747603
cooperate,cooperate,VERB,['Inf'],1,2.7235,776.0342716672811
furthering,further,VERB,['Ger'],1,0.8451,806.395202218066
bind,bind,VERB,['Inf'],1,2.2355,783.9219069466587
announcing,announce,VERB,['Ger'],1,2.1072,785.995643844905
resign,resign,VERB,['Inf'],2,2.4116,781.0755697075227
persevere,persevere,VERB,['Inf'],1,1.301,799.0264052429261
complete,complete,VERB,['Inf'],7,3.4211,764.7588323826625
justify,justify,VERB,['Inf'],1,2.4099,781.1030471255042
destabilizing,destabilize,VERB,['Ger'],1,0.0,820.0547115922506
preferred,prefer,VERB,"['Past', 'Part']",3,2.3243,782.4866159368048
urged,urge,VERB,"['Fin', 'Ind', 'Past']",1,1.7634,791.5525475519747
absorb,absorb,VERB,['Inf'],4,2.0086,787.5893340878284
sworn,swear,VERB,"['Past', 'Part']",1,2.6946,776.5013877729656
nominated,nominate,VERB,"['Fin', 'Ind', 'Past']",1,2.0792,786.4482130822463
assumes,assume,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,1.7709,791.4313236491155
deserve,deserve,VERB,['Inf'],1,3.3485,765.9322797623404
rediscover,rediscover,VERB,['Inf'],1,1.0792,802.6114001301514
hastened,hasten,VERB,"['Past', 'Part']",1,0.7782,807.4765194315709
regret,regret,VERB,['Inf'],1,3.1414,769.2796757999615
affirming,affirm,VERB,['Ger'],1,0.6021,810.3228566707069
completing,complete,VERB,['Ger'],2,1.6435,793.4905136790186
serving,serve,VERB,['Ger'],3,2.776,775.1857043472661
reaching,reach,VERB,['Ger'],1,2.616,777.7718142749309
prevented,prevent,VERB,"['Fin', 'Ind', 'Past']",1,2.0294,787.253139797232
unlocked,unlock,VERB,"['Past', 'Part']",1,2.29,783.0410132525479
registered,register,VERB,"['Past', 'Part']",3,2.7143,776.1829729881218
interfere,interfere,VERB,['Inf'],1,2.6875,776.6161464010057
greeted,greet,VERB,"['Past', 'Part']",1,1.7924,791.0838151275855
benefited,benefit,VERB,"['Fin', 'Ind', 'Past']",1,1.3222,798.6837456775105
counts,count,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,2.8401,774.1496440574954
promise,promise,VERB,['Inf'],1,3.8927,757.1362733708705
strive,strive,VERB,['Inf'],3,1.8325,790.4356713269646
sailing,sail,VERB,['Ger'],1,2.6821,776.7034276110644
thanking,thank,VERB,['Ger'],1,2.1903,784.652483001224
inviting,invite,VERB,['Ger'],2,2.5658,778.5832062647357
transforming,transform,VERB,['Ger'],2,1.4914,795.9489344290049
seeks,seek,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",2,2.1673,785.0242363033259
embraced,embrace,VERB,"['Past', 'Part']",1,1.8325,790.4356713269646
reputed,reput,VERB,"['Past', 'Part']",1,1.5185,795.5109120600067
addressing,address,VERB,['Ger'],1,2.0334,787.1884870490404
awarding,award,VERB,['Ger'],1,1.0,803.8915245443454
licensed,license,VERB,"['Past', 'Part']",2,2.1492,785.316789988893
accelerating,accelerate,VERB,['Ger'],1,1.6628,793.1785641689941
rolled,roll,VERB,"['Fin', 'Ind', 'Past']",2,2.6365,777.4404689404488
pilot,pilot,VERB,['Inf'],1,3.1339,769.4008997028209
steer,steer,VERB,['Inf'],1,2.4857,779.8778775472729
align,align,VERB,['Inf'],1,1.5441,795.0971344715804
launching,launch,VERB,['Ger'],2,2.0899,786.2752669808337
reviewing,review,VERB,['Ger'],1,2.017,787.4535633166261
assured,assure,VERB,"['Past', 'Part']",2,2.5011,779.6289644667352
enables,enable,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",3,1.5441,795.0971344715804
emphasize,emphasize,VERB,['Inf'],1,1.7559,791.6737714548341
resonates,resonate,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,0.0,820.0547115922506
places,place,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",2,3.4325,764.5745720503164
re-purpose,re-purpose,VERB,['Inf'],1,0.0,820.0547115922506
represented,represent,VERB,"['Past', 'Part']",2,2.3304,782.3880204958126
emulating,emulate,VERB,['Ger'],1,0.0,820.0547115922506
translate,translate,VERB,['Inf'],2,2.3927,781.381053942728
coupled,couple,VERB,"['Past', 'Part']",1,1.6021,794.1596696228019
accessing,access,VERB,['Ger'],1,0.0,820.0547115922506
marginalized,marginalize,VERB,"['Past', 'Part']",1,0.0,820.0547115922506
emulate,emulate,VERB,['Inf'],1,1.4624,796.4176668533942
applaud,applaud,VERB,['Inf'],1,2.0414,787.0591815526572
optimize,optimize,VERB,['Inf'],1,0.0,820.0547115922506
declare,declare,VERB,['Inf'],1,2.5877,778.2292324683866
tower,tower,VERB,['Inf'],1,3.0667,770.4870658724401
sweated,sweat,VERB,"['Fin', 'Ind', 'Past']",1,1.5682,794.7076016637259
beat,beat,VERB,['Inf'],7,3.8272,758.1949621225083
sends,send,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,2.7679,775.3166261623542
sending,send,VERB,['Ger'],5,3.2531,767.4742478067105
assume,assume,VERB,['Inf'],6,3.2325,767.8072094598974
destabilize,destabilize,VERB,['Inf'],1,0.0,820.0547115922506
talks,talk,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,3.0853,770.1864305933491
perceiving,perceive,VERB,['Ger'],1,1.0,803.8915245443454
planning,plan,VERB,['Ger'],3,3.2794,767.0491559873507
remembering,remember,VERB,['Ger'],1,2.4713,780.1106274407628
encompasses,encompass,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",2,0.9031,805.4577373692875
integrate,integrate,VERB,['Inf'],1,1.6128,793.9867235213893
organize,organize,VERB,['Inf'],4,2.3444,782.161735877142
waking,wake,VERB,['Ger'],1,2.6513,777.2012537721398
contemplating,contemplate,VERB,['Ger'],1,1.8451,790.2320151701609
attempts,attempt,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,2.3444,782.161735877142
handling,handle,VERB,['Ger'],1,2.7634,775.3893605040697
transmitted,transmitt,VERB,"['Past', 'Part']",1,2.0128,787.5214487022272
processes,process,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,1.7482,791.7982279951029
filtered,filter,VERB,"['Past', 'Part']",2,1.5051,795.7274987664487
processed,process,VERB,"['Past', 'Part']",1,2.1106,785.9406890089422
observing,observe,VERB,['Ger'],1,2.1644,785.0711095457648
categorizing,categorize,VERB,['Ger'],1,0.699,808.7566438457649
refine,refine,VERB,['Inf'],1,1.3617,798.0452997891182
guiding,guide,VERB,['Ger'],1,2.0294,787.253139797232
function,function,VERB,['Inf'],1,2.7528,775.5606902867775
collaborate,collaborate,VERB,"['Sub', 'Plur', '3', 'Pres', 'Fin']",1,1.5051,795.7274987664487
relates,relate,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,1.5441,795.0971344715804
concern,concern,VERB,['Inf'],1,3.1248,769.5479847049568
affirm,affirm,VERB,['Inf'],1,1.2553,799.7650628910153
foisted,foist,VERB,"['Past', 'Part']",1,0.0,820.0547115922506
argued,argue,VERB,"['Past', 'Part']",1,2.143,785.41700174859
mentioning,mention,VERB,['Ger'],2,2.1673,785.0242363033259
embrace,embrace,VERB,['Inf'],1,2.5877,778.2292324683866
wit,wit,VERB,['Inf'],1,2.4814,779.9473792515789
stealing,steal,VERB,['Ger'],2,3.1024,769.9100400948299
astonishing,astonish,VERB,['Ger'],1,1.9445,788.6253943775992
claiming,claim,VERB,['Ger'],1,2.3284,782.4203468699084
mirroring,mirror,VERB,['Ger'],1,0.0,820.0547115922506
purged,purge,VERB,"['Past', 'Part']",1,1.4472,796.6633472965224
reject,reject,VERB,['Inf'],1,2.3365,782.2894250548204
illustrates,illustrate,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,1.2553,799.7650628910153
adopt,adopt,VERB,['Inf'],3,2.3784,781.6121875175131
resist,resist,VERB,['Inf'],2,2.8182,774.5036178538445
interpreted,interpret,VERB,"['Past', 'Part']",2,1.7482,791.7982279951029
revealing,reveal,VERB,['Ger'],1,2.1335,785.5705520255451
raises,raise,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,1.9912,787.870573542462
wonder,wonder,VERB,['Inf'],1,3.7758,759.0257499367706
hindering,hinder,VERB,['Ger'],1,0.9031,805.4577373692875
select,select,VERB,['Inf'],1,2.2577,783.5630841941953
proven,prove,VERB,"['Past', 'Part']",1,2.5315,779.1376035804789
suits,suit,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",2,2.9523,772.3361344707204
drives,drive,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,2.8627,773.7843560302127
finished,finish,VERB,"['Past', 'Part']",7,3.6304,761.375877333536
accomplished,accomplish,VERB,"['Past', 'Part']",1,2.5855,778.264791479892
races,race,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,2.5428,778.9549595668375
dismiss,dismiss,VERB,['Inf'],1,2.4472,780.5001602486172
moves,move,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",2,3.1526,769.0986481050251
reread,reread,VERB,['Inf'],1,1.3802,797.746280828732
accomplishes,accomplish,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,0.9031,805.4577373692875
spot,spot,VERB,['Inf'],1,3.4971,763.5304301670217
locate,locate,VERB,['Inf'],2,2.7202,776.0876101845392
migrated,migrate,VERB,"['Fin', 'Ind', 'Past']",1,1.2553,799.7650628910153
melted,melt,VERB,"['Fin', 'Ind', 'Past']",2,2.3054,782.7921001720102
lends,lend,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,1.3979,797.4601924179841
populated,populate,VERB,"['Fin', 'Ind', 'Past']",2,1.7559,791.6737714548341
ranged,rang,VERB,"['Fin', 'Ind', 'Past']",2,0.9031,805.4577373692875
cradled,cradle,VERB,"['Fin', 'Ind', 'Past']",1,0.9031,805.4577373692875
domesticated,domesticate,VERB,"['Past', 'Part']",2,0.0,820.0547115922506
devised,devise,VERB,"['Fin', 'Ind', 'Past']",2,1.8808,789.6549893925506
direct,direct,VERB,['Inf'],1,3.0888,770.1298594386814
interpreting,interpret,VERB,['Ger'],1,1.3979,797.4601924179841
diffuse,diffuse,VERB,['Inf'],1,1.7076,792.4544533892479
crafted,craft,VERB,"['Past', 'Part']",1,0.0,820.0547115922506
woven,wove,VERB,"['Past', 'Part']",1,1.5185,795.5109120600067
whipped,whip,VERB,"['Past', 'Part']",1,2.5694,778.5250187913633
flourishing,flourish,VERB,['Ger'],2,1.2788,799.3852279953895
irrigate,irrigate,VERB,['Inf'],1,1.5051,795.7274987664487
bred,bre,VERB,"['Fin', 'Ind', 'Past']",1,2.1004,786.1055535168307
reclaimed,reclaim,VERB,"['Fin', 'Ind', 'Past']",1,1.1461,801.5300829166465
worshipped,worship,VERB,"['Fin', 'Ind', 'Past']",1,1.9956,787.7994555194512
weigh,weigh,VERB,['Inf'],1,2.5611,778.6591732438609
crossed,cross,VERB,"['Past', 'Part']",2,2.942,772.5026152973138
constructed,construct,VERB,"['Fin', 'Ind', 'Past']",3,1.9494,788.5461947610644
sacrificed,sacrifice,VERB,"['Past', 'Part']",1,2.3522,782.0356630181683
extended,extend,VERB,"['Fin', 'Ind', 'Past']",2,2.3304,782.3880204958126
perfected,perfect,VERB,"['Fin', 'Ind', 'Past']",1,1.8325,790.4356713269646
relying,rely,VERB,['Ger'],3,1.8195,790.6457927585873
lasted,last,VERB,"['Fin', 'Ind', 'Past']",1,2.4997,779.6515929286022
counting,count,VERB,['Ger'],1,3.0398,770.9218556040287
weakened,weaken,VERB,"['Past', 'Part']",1,1.8921,789.4723453789094
recorded,record,VERB,"['Past', 'Part']",1,2.6335,777.4889585015926
folding,fold,VERB,['Ger'],1,2.0294,787.253139797232
feared,fear,VERB,"['Fin', 'Ind', 'Past']",1,2.4624,780.2544798054892
burned,burn,VERB,"['Fin', 'Ind', 'Past']",2,3.1611,768.9612610151179
fascinates,fascinate,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,1.5185,795.5109120600067
pride,pride,VERB,['Inf'],1,3.1498,769.1439050287591
expressing,express,VERB,['Ger'],1,2.1139,785.8873504916841
question,question,VERB,['Inf'],6,4.0051,755.319531146686
judging,judge,VERB,['Ger'],1,2.6201,777.7055452080344
compares,compare,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,1.6435,793.4905136790186
referring,refer,VERB,['Ger'],1,2.5366,779.0551713265346
connects,connect,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",3,1.9823,788.0144259071883
colonized,colonize,VERB,"['Fin', 'Ind', 'Past']",1,0.9542,804.6317985111396
overlooking,overlook,VERB,['Ger'],1,1.8451,790.2320151701609
confronted,confront,VERB,"['Past', 'Part']",1,2.143,785.41700174859
annoyed,annoy,VERB,"['Past', 'Part']",1,2.2455,783.7602750761797
excited,excite,VERB,"['Past', 'Part']",3,3.3945,765.1887731581368
behave,behave,VERB,['Inf'],1,2.9186,772.8808338742348
recover,recover,VERB,['Inf'],1,2.6128,777.8235364734842
hesitated,hesitate,VERB,"['Fin', 'Ind', 'Past']",1,1.8325,790.4356713269646
congratulated,congratulate,VERB,"['Fin', 'Ind', 'Past']",1,1.6335,793.6521455494976
value,value,VERB,['Inf'],2,3.0406,770.9089250543904
valued,value,VERB,"['Fin', 'Ind', 'Past']",1,1.9823,788.0144259071883
practicing,practice,VERB,['Ger'],3,2.7033,776.3607680456488
adapt,adapt,VERB,['Inf'],1,2.1303,785.6222742240984
embracing,embrace,VERB,['Ger'],1,1.6232,793.8186263760911
struggle,struggle,VERB,['Inf'],2,2.8344,774.2417742236685
reconcile,reconcile,VERB,['Inf'],1,1.7709,791.4313236491155
rectify,rectify,VERB,['Inf'],1,1.6335,793.6521455494976
swing,swe,VERB,['Inf'],1,3.1225,769.585160035167
returns,return,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",2,2.6513,777.2012537721398
deem,deem,VERB,['Inf'],1,1.4914,795.9489344290049
warped,warp,VERB,"['Past', 'Part']",1,1.9243,788.9518907559668
travels,travel,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",3,2.4609,780.278724586061
fly,fly,VERB,['Inf'],5,3.6371,761.2675839803151
cooking,cook,VERB,['Ger'],8,3.1166,769.6805228387497
specifies,specify,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,1.0,803.8915245443454
pinpointed,pinpoint,VERB,"['Past', 'Part']",1,0.0,820.0547115922506
examine,examine,VERB,['Inf'],1,2.7033,776.3607680456488
curves,curve,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,1.8261,790.539115724071
warps,warp,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",2,0.0,820.0547115922506
enters,enter,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,2.29,783.0410132525479
distorted,distort,VERB,"['Past', 'Part']",1,2.017,787.4535633166261
summarized,summarize,VERB,"['Fin', 'Ind', 'Past']",1,0.6021,810.3228566707069
curve,curve,VERB,['Inf'],1,2.3729,781.7010850462766
concentrated,concentrate,VERB,"['Past', 'Part']",1,2.0,787.7283374964404
squeeze,squeeze,VERB,['Inf'],1,2.8865,773.3996721784725
towering,tower,VERB,['Ger'],2,1.5185,795.5109120600067
elapsed,elapse,VERB,"['Past', 'Part']",2,1.415,797.1838019194649
plotted,plot,VERB,"['Past', 'Part']",2,1.7243,792.1845281655478
warp,warp,VERB,['Inf'],1,2.4487,780.4759154680454
simulating,simulate,VERB,['Ger'],1,0.0,820.0547115922506
walks,walk,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",2,2.9717,772.022568641991
distort,distort,VERB,['Inf'],1,1.3222,798.6837456775105
bends,bend,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,1.8921,789.4723453789094
distorts,distort,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",2,0.0,820.0547115922506
deviating,deviate,VERB,['Ger'],1,0.6021,810.3228566707069
vlog,vlog,VERB,['Inf'],5,0.0,820.0547115922506
signed,sign,VERB,"['Fin', 'Ind', 'Past']",2,3.2648,767.28513851825
inclined,incline,VERB,"['Past', 'Part']",1,2.2304,784.0043392006031
pack,pack,VERB,['Inf'],8,3.3495,765.9161165752926
coursing,course,VERB,['Ger'],1,1.3979,797.4601924179841
knocked,knock,VERB,"['Fin', 'Ind', 'Past']",1,3.1011,769.9310522379922
roasted,roast,VERB,"['Past', 'Part']",1,1.9395,788.7062103128387
shitting,shit,VERB,['Ger'],1,0.0,820.0547115922506
implied,imply,VERB,"['Fin', 'Ind', 'Past']",1,2.0414,787.0591815526572
appreciate,appreciate,VERB,['Inf'],2,3.6409,761.206163869533
chop,chop,VERB,['Inf'],1,2.842,774.1189340021043
sizzle,sizzle,VERB,['Inf'],1,1.5185,795.5109120600067
link,link,VERB,['Inf'],3,2.7853,775.0353867077206
sounding,sound,VERB,['Ger'],1,2.2878,783.0765722640533
dry,dry,VERB,['Inf'],5,3.3395,766.0777484457716
tests,test,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,3.0785,770.2963402652748
coughing,cough,VERB,['Ger'],1,2.4014,781.2404342154114
circulates,circulate,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,0.0,820.0547115922506
checked,check,VERB,"['Fin', 'Ind', 'Past']",1,3.3771,765.4700126127703
stabilize,stabilize,VERB,['Inf'],1,1.8865,789.5628592263777
noticing,notice,VERB,['Ger'],1,2.2945,782.9682789108324
taste,taste,VERB,['Inf'],5,3.418,764.808938262511
gargling,gargle,VERB,['Ger'],1,0.0,820.0547115922506
smelling,smell,VERB,['Ger'],1,2.4048,781.1854793794485
smell,smell,VERB,['Inf'],8,3.6275,761.4227505759749
drank,drink,VERB,"['Fin', 'Ind', 'Past']",1,2.8176,774.5133157660732
enriched,enrich,VERB,"['Past', 'Part']",2,1.3424,798.3572492991428
backing,back,VERB,['Ger'],1,2.5119,779.4544020466178
moisturizing,moisturize,VERB,['Ger'],1,0.0,820.0547115922506
infused,infuse,VERB,"['Fin', 'Ind', 'Past']",1,0.0,820.0547115922506
counteracts,counteract,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,0.0,820.0547115922506
last,last,VERB,['Inf'],5,4.5668,746.2406689818777
hiking,hike,VERB,['Ger'],6,2.1335,785.5705520255451
cleaned,clean,VERB,"['Past', 'Part']",2,2.9581,772.2423879858426
roll,roll,VERB,['Inf'],1,3.5089,763.3397045598565
chill,chill,VERB,['Inf'],3,2.9186,772.8808338742348
hike,hike,VERB,['Inf'],2,2.5237,779.2636764394525
ending,end,VERB,['Ger'],1,2.9101,773.0182209641421
comment,comment,VERB,['Inf'],2,2.8162,774.5359442279403
subscribe,subscribe,VERB,['Inf'],1,1.6532,793.3337307646539
clear,clear,VERB,['Inf'],1,3.9427,756.3281140184753
part,part,VERB,['Inf'],2,4.1251,753.3799487009373
swatch,swatch,VERB,['Inf'],1,1.2788,799.3852279953895
insert,insert,VERB,['Inf'],1,2.1523,785.2666841090445
rang,ring,VERB,"['Fin', 'Ind', 'Past']",1,2.444,780.5518824471706
separating,separate,VERB,['Ger'],2,1.8261,790.539115724071
ordered,order,VERB,"['Fin', 'Ind', 'Past']",1,3.2755,767.1121924168375
rubbed,rub,VERB,"['Past', 'Part']",1,2.143,785.41700174859
expires,expire,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,1.7559,791.6737714548341
expire,expire,VERB,['Inf'],1,1.6721,793.0282465294484
research,research,VERB,['Inf'],1,3.2276,767.8864090764322
chocked,chock,VERB,"['Past', 'Part']",1,0.0,820.0547115922506
tuck,tuck,VERB,['Inf'],1,2.6096,777.8752586720375
signifies,signify,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,1.3802,797.746280828732
tracking,track,VERB,['Ger'],4,2.828,774.345218620775
process,process,VERB,['Inf'],1,3.1547,769.0647054122244
book,book,VERB,['Inf'],3,3.9555,756.121225224262
refer,refer,VERB,['Inf'],1,2.574,778.4506681309429
craves,crave,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,0.0,820.0547115922506
lagged,lag,VERB,"['Past', 'Part']",1,0.699,808.7566438457649
jogs,jog,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,1.2553,799.7650628910153
roaring,roar,VERB,['Ger'],1,2.1959,784.5619691537559
steeped,steep,VERB,"['Past', 'Part']",1,1.2041,800.5926180678681
consist,consist,VERB,['Inf'],1,1.3617,798.0452997891182
massacred,massacre,VERB,"['Fin', 'Ind', 'Past']",1,1.699,792.5934567978599
enslaved,enslave,VERB,"['Fin', 'Ind', 'Past']",1,1.6232,793.8186263760911
flies,fly,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,2.8561,773.8910330647288
chartering,charter,VERB,['Ger'],1,0.0,820.0547115922506
pre-organised,pre-organise,VERB,"['Past', 'Part']",1,0.0,820.0547115922506
serviced,service,VERB,"['Past', 'Part']",1,0.0,820.0547115922506
arises,arise,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,1.7324,792.0536063504599
notify,notify,VERB,['Inf'],1,2.5658,778.5832062647357
near,near,VERB,['Inf'],1,3.6273,761.4259832133845
rent,rent,VERB,['Inf'],3,3.2463,767.5841574786364
warranted,warrant,VERB,"['Past', 'Part']",1,1.301,799.0264052429261
meander,meander,VERB,['Inf'],1,0.6021,810.3228566707069
boasts,boast,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,1.2304,800.1675262485081
sheltered,shelter,VERB,"['Past', 'Part']",1,1.7324,792.0536063504599
utilise,utilise,VERB,['Inf'],1,0.0,820.0547115922506
blooded,blood,VERB,"['Past', 'Part']",1,1.3802,797.746280828732
commemorate,commemorate,VERB,['Inf'],1,1.6812,792.8811615273125
blessed,bless,VERB,"['Past', 'Part']",1,2.8482,774.0187222424073
ranked,rank,VERB,"['Past', 'Part']",2,1.699,792.5934567978599
marvelled,marvel,VERB,"['Past', 'Part']",1,4.304,750.4883545380671
boasted,boast,VERB,"['Past', 'Part']",1,1.1761,801.0451873052094
list,list,VERB,['Inf'],3,3.6139,761.6425699198264
purchased,purchase,VERB,"['Past', 'Part']",5,2.281,783.1864819359791
boarding,board,VERB,['Ger'],3,2.752,775.5736208364158
departing,depart,VERB,['Ger'],3,1.9031,789.2945503213824
renew,renew,VERB,['Inf'],1,2.0492,786.9331086936835
depart,depart,VERB,['Inf'],1,2.0414,787.0591815526572
enjoying,enjoy,VERB,['Ger'],1,2.939,772.5511048584575
publicized,publicize,VERB,"['Past', 'Part']",1,1.0792,802.6114001301514
comprised,comprise,VERB,"['Past', 'Part']",1,1.3979,797.4601924179841
piled,pile,VERB,"['Past', 'Part']",1,1.8865,789.5628592263777
situated,situate,VERB,"['Past', 'Part']",5,1.6335,793.6521455494976
houses,house,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,2.9894,771.7364802312431
bordered,border,VERB,"['Past', 'Part']",1,0.699,808.7566438457649
accessed,access,VERB,"['Past', 'Part']",1,0.0,820.0547115922506
dwarfed,dwarf,VERB,"['Past', 'Part']",1,0.6021,810.3228566707069
park,park,VERB,['Inf'],2,3.5657,762.4216355355354
clustered,cluster,VERB,"['Past', 'Part']",1,0.699,808.7566438457649
parking,park,VERB,['Ger'],1,3.1399,769.3039205805335
evacuate,evacuate,VERB,['Inf'],1,2.4579,780.3272141472047
motorized,motorize,VERB,"['Past', 'Part']",1,0.0,820.0547115922506
shopping,shop,VERB,['Ger'],2,3.185,768.5749608446729
contact,contact,VERB,['Inf'],1,3.5193,763.1716074145583
frozen,freeze,VERB,"['Past', 'Part']",1,2.8938,773.2816809130229
sporting,sport,VERB,['Ger'],1,2.2041,784.429431019963
composed,compose,VERB,"['Past', 'Part']",3,1.9912,787.870573542462
renowned,renown,VERB,"['Past', 'Part']",1,1.8325,790.4356713269646
frequented,frequent,VERB,"['Past', 'Part']",1,1.1461,801.5300829166465
very,vary,VERB,['Inf'],1,4.8014,742.4487853004391
sampling,sample,VERB,['Ger'],1,1.5798,794.5201086939701
relaxed,relax,VERB,"['Past', 'Part']",1,2.5527,778.7949440150633
enjoys,enjoy,VERB,"['Ind', 'Sing', 'Pres', 'Fin', '3']",1,2.179,784.8351270148654
allocated,allocate,VERB,"['Past', 'Part']",1,0.9031,805.4577373692875
