form,lemma,upos,feats,frequency,Log_Freq_HAL,I_Mean_RT,qLen
performing,perform,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.5132,779.4333899034556,10
hid,hide,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.776,775.1857043472661,3
speeding,speed,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.4065,781.158001961467,8
watched,watch,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",7,3.1316,769.438075033031,7
hurtle,hurtle,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.892,757.147587601804,6
addressed,address,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.29,783.0410132525479,9
remaining,remain,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.5378,779.0357755020771,9
listen,listen,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,10.432,651.4403443085049,6
advance,advance,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.9117,772.9923598648654,7
crept,creep,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.7709,791.4313236491155,5
fallen,fall,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.9365,772.5915128260773,6
suffering,suffer,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.9965,771.621721603203,9
pump,pump,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.8102,774.6329233502278,4
filled,fill,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",7,3.1421,769.268361569028,6
negating,negate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,8
ran,run,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",9,3.6332,761.3306204098019,3
slanted,slant,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.2553,799.7650628910153,7
menacing,menace,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.4624,796.4176668533942,8
intimidating,intimidate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,12
face,face,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",7,4.1687,752.6752337456487,4
seeming,seem,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.716,792.3186826180455,7
pierce,pierce,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,8.515,682.4251738793389,6
tighten,tighten,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.1673,785.0242363033259,7
swallowing,swallow,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8751,789.7471195587237,10
lurch,lurch,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,5.687,728.1346668508145,5
grown,grow,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,3.1059,769.8534689401622,5
crushed,crush,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.6355,777.4566321274967,7
screaming,scream,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.2891,766.892373072986,9
waiting,wait,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,4.0321,754.8831250963925,7
begun,begin,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.7316,775.9033498521931,5
ascending,ascend,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5563,794.8999435895959,9
sank,sink,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.0453,786.9961451231703,4
buckled,buckle,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.4914,795.9489344290049,7
flip,flip,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.8627,773.7843560302127,4
press,press,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,3.4873,763.6888294000912,5
taxied,taxi,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.7782,807.4765194315709,6
exceeded,exceed,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.8062,790.8607631463244,8
hate,hate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,4.0392,754.7683664683524,4
shines,shine,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2672,783.4095339172402,6
shone,shine,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,1.4914,795.9489344290049,5
wandered,wander,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.248,783.7198671085599,8
bring,bring,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",9,4.2224,751.8072706011762,5
tipped,tip,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.3892,781.4376250973958,6
cursed,curse,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.5775,778.3940969762753,6
embowered,embower,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,9
fluttered,flutter,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.6021,810.3228566707069,9
dropped,drop,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,3.395,765.1806915646129,7
swirling,swirl,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,1.6721,793.0282465294484,8
carven,carve,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,6
crushing,crush,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1461,785.3668958687415,8
sleeping,sleep,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.4812,763.7874248410834,8
maddened,madden,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,8
litten,light,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,6
whispered,whisper,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.017,787.4535633166261,9
bade,bid,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.3617,798.0452997891182,4
cease,cease,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.6493,777.2335801462357,5
swaying,sway,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.6628,793.1785641689941,7
gleaming,gleam,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,1.5682,794.7076016637259,8
breeded,breed,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,7
vanish,vanish,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2148,784.2564849185504,6
longed,long,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8261,790.539115724071,6
ebbed,ebb,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,0.0,820.0547115922506,5
sunken,sink,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.6721,793.0282465294484,6
trembled,tremble,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.3424,798.3572492991428,8
wish,wish,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",11,4.0789,754.1266879425506,4
descend,descend,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9956,787.7994555194512,7
questioned,question,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.4683,780.1591170019065,10
sinking,sink,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.4031,781.2129567974299,7
dripping,drip,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.238,783.881498979039,8
close,close,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,4.0489,754.6115835539878,5
conquering,conquer,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7404,791.9243008540766,10
gnaw,gnaw,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.301,799.0264052429261,4
glut,glut,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.9031,805.4577373692875,4
flown,flow,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.3674,781.7899825750401,5
shewing,shew,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,7
shocking,shock,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.4997,779.6515929286022,8
paw,paw,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2041,784.429431019963,3
shrieked,shriek,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,0.9031,805.4577373692875,8
hidden,hide,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.0358,770.9865083522203,6
rise,rise,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,3.1461,769.2037088208364,4
leering,leer,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.415,797.1838019194649,7
feast,feast,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.5353,779.0761834696968,5
hurt,hurt,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,4.0992,753.7985752454781,4
pulls,pull,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.6075,777.909201364838,5
swelling,swell,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2095,784.3421498099043,8
assisted,assist,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.9445,788.6253943775992,8
’s,be,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,0.0,820.0547115922506,2
bewildered,bewilder,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7243,792.1845281655478,10
water,water,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,4.0599,754.4337884964608,5
grasps,grasp,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,0.0,820.0547115922506,6
loses,lose,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.6866,776.6306932693487,5
smiling,smile,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.9435,772.478370516742,7
submits,submit,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.9031,805.4577373692875,7
worn,wear,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.7118,776.2233809557416,4
bares,bare,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,5
hangs,hang,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.5145,779.4123777602932,5
swabs,swab,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,5
numb,numb,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.3979,781.297005370079,4
streaked,streak,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.6021,810.3228566707069,8
dislike,dislike,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.3032,782.8276591835156,7
winces,wince,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,6
implant,implant,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0414,787.0591815526572,7
embarrass,embarrass,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.6542,777.1543805297009,9
puts,put,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.0881,770.1411736696149,4
shining,shine,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.7007,776.4027923319734,7
dreamed,dream,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.8949,773.2639014072702,7
dream,dream,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.8324,758.1109135498592,5
wake,wake,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,3.7297,759.770872859679,4
keeps,keep,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,3.4285,764.639224798508,5
stopping,stop,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.0282,771.1093485737845,8
wandering,wander,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.6064,777.9269808705908,9
sleep,sleep,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,4.0654,754.3448909676973,5
impending,impend,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7482,791.7982279951029,9
kill,kill,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,4.3633,749.5298775461264,4
trusts,trust,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2788,783.2220409474845,6
lit,light,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.6964,776.4722940362793,3
woke,wake,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.1287,769.48494827547,4
deal,deal,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,4.1249,753.383181338347,4
bound,bind,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.9736,771.9918585866001,5
optimized,optimize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,9
repaired,repair,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.1492,785.316789988893,8
punching,punch,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.3181,782.5868276965018,8
raise,raise,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,3.4496,764.2981815517973,5
ward,ward,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.8621,773.7940539424415,4
avoiding,avoid,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.5428,778.9549595668375,8
flag,flag,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.9509,772.3587629325875,4
empathized,empathize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,10
scared,scare,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.8328,758.10444827504,6
incapacitated,incapacitate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6902,792.7356928438815,13
trip,trip,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.6236,761.4857870054617,4
learning,learn,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,3.0158,771.3097720931785,8
tear,tear,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.1392,769.315234811467,4
knows,know,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,4.0967,753.8389832130979,5
unfold,unfold,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8451,790.2320151701609,6
mess,mess,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.6005,761.8591566262684,4
messed,mess,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.9315,772.6723287613169,6
curled,curl,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.6812,792.8811615273125,6
engineered,engineer,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,10
deduce,deduce,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.4771,796.18006800379,6
lauding,laud,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,7
stuck,stick,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,3.5315,762.9744165325739,5
turning,turn,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,3.3143,766.4850607593788,7
crunched,crunch,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.0414,803.2223686005622,8
worry,worry,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,4.1655,752.726955944202,5
promised,promise,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.5011,763.4657774188302,8
shouted,shout,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.0645,786.6858119318506,7
twitched,twitch,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.8451,806.395202218066,8
grabbed,grab,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.8331,774.2627863668307,7
yelped,yelp,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.8451,806.395202218066,6
ducked,duck,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7924,791.0838151275855,6
moaned,moan,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.1761,801.0451873052094,6
panted,pant,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,5.746,727.181038814988,6
coursed,course,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,7
splattered,splatter,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.699,792.5934567978599,10
moaning,moan,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,7
crawling,crawl,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.6656,776.9701201973548,8
wondered,wonder,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.8814,773.4821044324169,8
backed,back,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.5832,778.3019668101022,6
unclenched,unclench,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.398,781.2953890513742,10
glistening,glisten,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.4624,796.4176668533942,10
're,be,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,0.0,820.0547115922506,3
am,be,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,4.7516,743.2537120154249,2
murdered,murder,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.294,766.8131734564513,8
saved,save,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.5513,762.6543854290253,5
scooped,scoop,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6628,793.1785641689941,7
shoo,shoo,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,5.375,733.1775812097608,4
dashed,dash,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6721,793.0282465294484,6
chasing,chase,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.9703,772.0451971038581,7
smacking,smack,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,8
swirl,swirl,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6721,793.0282465294484,5
poked,poke,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8325,790.4356713269646,5
exfoliating,exfoliate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,11
trembling,tremble,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1367,785.5188298269918,9
humor,humor,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.9294,772.7062714541174,5
stomped,stomp,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7076,792.4544533892479,7
irritated,irritate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.8513,790.1318034104639,9
battered,batter,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7634,791.5525475519747,8
blamed,blame,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.4594,780.3029693666329,6
likes,like,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.5899,762.0304864089761,5
hiding,hide,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.344,766.005014104056,6
wrapped,wrap,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.7789,775.1388311048272,7
cleansing,cleanse,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7243,792.1845281655478,9
spiral,spiral,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9638,788.3134448675746,6
relax,relax,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.6935,760.3559802308132,5
stretch,stretch,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,2.8745,773.5936304230474,7
rub,rub,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.8971,773.2283423957648,3
smiled,smile,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.4014,781.2404342154114,6
realized,realize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.2636,767.3045343427076,8
hated,hate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.1584,769.0049016201472,5
slept,sleep,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.2579,767.3966645088806,5
preparing,prepare,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.6609,777.04608717648,9
trimmed,trim,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6812,792.8811615273125,7
chosen,choose,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.9675,772.0904540275923,6
folded,fold,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.1732,784.9288734997433,6
gazing,gaze,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6232,793.8186263760911,6
thinks,think,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.719,759.9438189610917,6
admiring,admire,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1523,785.2666841090445,8
snorted,snort,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.2788,799.3852279953895,7
sighed,sigh,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.4314,796.9187256518792,6
regretting,regret,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,10
kissed,kiss,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.1629,768.9321672784316,6
biked,bike,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,5
stamping,stamp,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.4624,796.4176668533942,8
excuse,excuse,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,9.868,660.5563818035233,6
streaming,stream,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.6902,792.7356928438815,9
embroidered,embroider,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.4472,796.6633472965224,11
fire,fire,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,4.041,754.7392727316661,4
placed,place,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",7,2.7952,774.8753711559464,6
gnawed,gnaw,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.2788,799.3852279953895,6
sneeze,sneeze,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.179,784.8351270148654,6
leaning,lean,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.3385,782.2570986807245,7
inspected,inspect,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5682,794.7076016637259,9
eyed,eye,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5911,794.3374646803288,4
silence,silence,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.1123,769.7500245430556,7
swallowed,swallow,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.5353,779.0761834696968,9
insulting,insult,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.4393,780.6278494262957,9
winked,wink,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5798,794.5201086939701,6
watered,water,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.699,792.5934567978599,7
howled,howl,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.1461,801.5300829166465,6
scratching,scratch,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2788,783.2220409474845,10
yacks,yack,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,5
thrown,throw,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.0204,771.2354214327581,6
locked,lock,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.4267,764.6683185351942,6
whisper,whisper,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.6064,777.9269808705908,7
poke,poke,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.4757,780.039509417752,4
s’pose,suppose,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,6
ditch,ditch,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.6042,777.9625398820962,5
feels,feel,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.5527,762.6317569671583,5
seated,seat,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.6405,777.3758161922573,6
clung,cling,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.3979,797.4601924179841,5
swayed,sway,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.4771,796.18006800379,6
vibrated,vibrate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.699,808.7566438457649,8
records,record,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,3.3153,766.4688975723309,7
reversing,reverse,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.4472,796.6633472965224,9
sweeping,sweep,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.233,783.9623149142785,8
palpitating,palpitate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,11
travelling,travel,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2989,782.8971608878215,10
blinking,blink,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0569,786.8086521534146,8
puzzled,puzzle,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8513,790.1318034104639,7
brooded,brood,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,7
glared,glare,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.9542,804.6317985111396,6
ceased,cease,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8388,790.3338432485627,6
vanished,vanish,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.4533,780.401564807625,8
creeping,creep,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1492,785.316789988893,8
halted,halt,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.2788,799.3852279953895,6
glowing,glow,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.2577,783.5630841941953,7
glowed,glow,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.2041,800.5926180678681,6
reverted,revert,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.0414,803.2223686005622,8
faces,face,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.1348,769.3863528344777,5
reverse,reverse,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.749,775.6221103975595,7
