form,lemma,upos,feats,frequency
performing,perform,VERB,{'VerbForm': 'Ger'},2
hid,hide,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
speeding,speed,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",1
watched,watch,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",7
hurtle,hurtle,VERB,{'VerbForm': 'Inf'},1
addressed,address,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
remaining,remain,VERB,{'VerbForm': 'Ger'},3
listen,listen,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}",3
advance,advance,VERB,{'VerbForm': 'Inf'},1
crept,creep,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
fallen,fall,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
suffering,suffer,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",2
pump,pump,VERB,{'VerbForm': 'Inf'},1
filled,fill,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",7
negating,negate,VERB,{'VerbForm': 'Ger'},1
ran,run,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",9
slanted,slant,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
menacing,menace,VERB,{'VerbForm': 'Ger'},1
intimidating,intimidate,VERB,{'VerbForm': 'Ger'},1
face,face,VERB,{'VerbForm': 'Inf'},7
seeming,seem,VERB,{'VerbForm': 'Ger'},1
pierce,pierce,VERB,{'VerbForm': 'Inf'},1
tighten,tighten,VERB,{'VerbForm': 'Inf'},2
swallowing,swallow,VERB,{'VerbForm': 'Ger'},1
lurch,lurch,VERB,{'VerbForm': 'Inf'},1
grown,grow,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",6
crushed,crush,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",3
screaming,scream,VERB,{'VerbForm': 'Ger'},1
waiting,wait,VERB,{'VerbForm': 'Ger'},5
begun,begin,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'Typo': 'Yes', 'VerbForm': 'Fin'}",4
ascending,ascend,VERB,{'VerbForm': 'Ger'},1
sank,sink,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
buckled,buckle,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
flip,flip,VERB,{'VerbForm': 'Inf'},2
press,press,VERB,{'VerbForm': 'Inf'},6
taxied,taxi,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
exceeded,exceed,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
hate,hate,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}",3
shines,shine,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1
shone,shine,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3
wandered,wander,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
bring,bring,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",9
tipped,tip,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
cursed,curse,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
embowered,embower,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
fluttered,flutter,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
dropped,drop,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",5
swirling,swirl,VERB,{'VerbForm': 'Ger'},3
carven,carve,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
crushing,crush,VERB,{'VerbForm': 'Ger'},1
sleeping,sleep,VERB,{'VerbForm': 'Ger'},3
maddened,madden,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
litten,light,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
whispered,whisper,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
bade,bid,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
cease,cease,VERB,{'VerbForm': 'Inf'},2
swaying,sway,VERB,{'VerbForm': 'Ger'},2
gleaming,gleam,VERB,{'VerbForm': 'Ger'},3
breeded,breed,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
vanish,vanish,VERB,{'VerbForm': 'Inf'},1
longed,long,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
ebbed,ebb,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
sunken,sink,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
trembled,tremble,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
wish,wish,VERB,{'VerbForm': 'Inf'},11
descend,descend,VERB,{'VerbForm': 'Inf'},1
questioned,question,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
sinking,sink,VERB,{'VerbForm': 'Ger'},1
dripping,drip,VERB,{'VerbForm': 'Ger'},1
close,close,VERB,{'VerbForm': 'Inf'},4
conquering,conquer,VERB,{'VerbForm': 'Ger'},1
gnaw,gnaw,VERB,{'VerbForm': 'Inf'},1
glut,glut,VERB,{'VerbForm': 'Inf'},1
flown,flow,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
shewing,shew,VERB,{'VerbForm': 'Ger'},1
shocking,shock,VERB,{'VerbForm': 'Ger'},1
paw,paw,VERB,{'VerbForm': 'Inf'},1
shrieked,shriek,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
hidden,hide,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",3
rise,rise,VERB,"{'Mood': 'Sub', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",5
leering,leer,VERB,{'VerbForm': 'Ger'},1
feast,feast,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1
hurt,hurt,VERB,{'VerbForm': 'Inf'},6
pulls,pull,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",2
swelling,swell,VERB,{'VerbForm': 'Ger'},1
assisted,assist,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
’s,be,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",6
bewildered,bewilder,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
water,water,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",2
grasps,grasp,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",2
loses,lose,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",2
smiling,smile,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",2
submits,submit,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1
worn,wear,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",4
bares,bare,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1
hangs,hang,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1
swabs,swab,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1
numb,numb,VERB,{'VerbForm': 'Inf'},1
streaked,streak,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
dislike,dislike,VERB,{'VerbForm': 'Inf'},2
winces,wince,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1
implant,implant,VERB,{'VerbForm': 'Inf'},1
embarrass,embarrass,VERB,{'VerbForm': 'Inf'},1
puts,put,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",3
shining,shine,VERB,{'VerbForm': 'Ger'},1
dreamed,dream,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",4
dream,dream,VERB,{'VerbForm': 'Inf'},1
wake,wake,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",6
keeps,keep,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",4
stopping,stop,VERB,{'VerbForm': 'Ger'},1
wandering,wander,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",1
sleep,sleep,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",6
impending,impend,VERB,{'VerbForm': 'Ger'},1
kill,kill,VERB,{'VerbForm': 'Inf'},3
trusts,trust,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1
lit,light,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
woke,wake,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
deal,deal,VERB,{'VerbForm': 'Inf'},3
bound,bind,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
optimized,optimize,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
repaired,repair,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2
punching,punch,VERB,{'VerbForm': 'Ger'},1
raise,raise,VERB,{'VerbForm': 'Inf'},4
ward,ward,VERB,{'VerbForm': 'Inf'},1
avoiding,avoid,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",1
flag,flag,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1
empathized,empathize,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
scared,scare,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
incapacitated,incapacitate,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
trip,trip,VERB,{'VerbForm': 'Inf'},1
learning,learn,VERB,{'VerbForm': 'Ger'},5
tear,tear,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1
knows,know,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",4
unfold,unfold,VERB,{'VerbForm': 'Inf'},1
mess,mess,VERB,{'VerbForm': 'Inf'},1
messed,mess,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
curled,curl,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
engineered,engineer,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
deduce,deduce,VERB,"{'Person': '2', 'VerbForm': 'Inf'}",1
lauding,laud,VERB,{'VerbForm': 'Ger'},1
stuck,stick,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",4
turning,turn,VERB,{'VerbForm': 'Ger'},5
crunched,crunch,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
worry,worry,VERB,{'VerbForm': 'Inf'},4
promised,promise,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3
shouted,shout,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
twitched,twitch,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
grabbed,grab,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
yelped,yelp,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
ducked,duck,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
moaned,moan,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
panted,pant,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
coursed,course,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
splattered,splatter,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
moaning,moan,VERB,{'VerbForm': 'Ger'},1
crawling,crawl,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",1
wondered,wonder,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",3
backed,back,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3
unclenched,unclench,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Polarity': 'Neg', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
glistening,glisten,VERB,{'VerbForm': 'Ger'},1
're,be,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '2', 'Tense': 'Pres', 'VerbForm': 'Fin'}",2
am,be,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1
murdered,murder,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
saved,save,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3
scooped,scoop,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
shoo,shoo,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}",1
dashed,dash,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
chasing,chase,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",1
smacking,smack,VERB,{'VerbForm': 'Ger'},1
swirl,swirl,VERB,{'VerbForm': 'Inf'},1
poked,poke,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
exfoliating,exfoliate,VERB,{'VerbForm': 'Ger'},1
trembling,tremble,VERB,{'VerbForm': 'Ger'},1
humor,humor,VERB,"{'Person': '2', 'VerbForm': 'Inf'}",1
stomped,stomp,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
irritated,irritate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2
battered,batter,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
blamed,blame,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
likes,like,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",3
hiding,hide,VERB,{'VerbForm': 'Ger'},1
wrapped,wrap,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
cleansing,cleanse,VERB,{'VerbForm': 'Ger'},1
spiral,spiral,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}",1
relax,relax,VERB,{'VerbForm': 'Inf'},2
stretch,stretch,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}",6
rub,rub,VERB,{'VerbForm': 'Inf'},1
smiled,smile,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3
realized,realize,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
hated,hate,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
slept,sleep,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3
preparing,prepare,VERB,{'VerbForm': 'Ger'},3
trimmed,trim,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
chosen,choose,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",4
folded,fold,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",2
gazing,gaze,VERB,{'VerbForm': 'Ger'},1
thinks,think,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",2
admiring,admire,VERB,{'VerbForm': 'Ger'},1
snorted,snort,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
sighed,sigh,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
regretting,regret,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",1
kissed,kiss,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
biked,bike,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
stamping,stamp,VERB,{'VerbForm': 'Ger'},1
excuse,excuse,VERB,"{'Person': '2', 'VerbForm': 'Inf'}",2
streaming,stream,VERB,{'VerbForm': 'Ger'},2
embroidered,embroider,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
fire,fire,VERB,{'VerbForm': 'Inf'},2
placed,place,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",7
gnawed,gnaw,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
sneeze,sneeze,VERB,{'VerbForm': 'Inf'},3
leaning,lean,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",1
inspected,inspect,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
eyed,eye,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
silence,silence,VERB,{'VerbForm': 'Inf'},1
swallowed,swallow,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
insulting,insult,VERB,{'VerbForm': 'Ger'},1
winked,wink,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
watered,water,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
howled,howl,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
scratching,scratch,VERB,{'VerbForm': 'Ger'},1
yacks,yack,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1
thrown,throw,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2
locked,lock,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
whisper,whisper,VERB,{'VerbForm': 'Inf'},1
poke,poke,VERB,{'VerbForm': 'Inf'},1
s’pose,suppose,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1
ditch,ditch,VERB,"{'Number': 'Sing', 'VerbForm': 'Inf'}",1
feels,feel,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",2
seated,seat,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",2
clung,cling,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
swayed,sway,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
vibrated,vibrate,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
records,record,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",4
reversing,reverse,VERB,{'VerbForm': 'Ger'},1
sweeping,sweep,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",1
palpitating,palpitate,VERB,{'VerbForm': 'Ger'},1
travelling,travel,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",1
blinking,blink,VERB,{'VerbForm': 'Ger'},1
puzzled,puzzle,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
brooded,brood,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
glared,glare,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
ceased,cease,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
vanished,vanish,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
creeping,creep,VERB,{'VerbForm': 'Ger'},1
halted,halt,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
glowing,glow,VERB,{'VerbForm': 'Ger'},3
glowed,glow,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
reverted,revert,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
faces,face,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",1
reverse,reverse,VERB,{'VerbForm': 'Inf'},1
circling,circle,VERB,{'VerbForm': 'Ger'},2
projecting,project,VERB,{'VerbForm': 'Ger'},1
sloping,slope,VERB,{'VerbForm': 'Ger'},1
stirring,stir,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",2
breathing,breath,VERB,"{'Tense': 'Pres', 'VerbForm': 'Part'}",1
reminded,remind,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
slanting,slant,VERB,{'VerbForm': 'Ger'},1
fluttering,flutter,VERB,{'VerbForm': 'Ger'},1
disappear,disappear,VERB,{'VerbForm': 'Inf'},1
shivered,shiver,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
imagine,imagine,VERB,{'VerbForm': 'Inf'},9
waving,wave,VERB,{'VerbForm': 'Ger'},2
corrugated,corrugate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
ornamented,ornament,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
blotched,blotch,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
flickering,flicker,VERB,{'VerbForm': 'Ger'},1
wise,wise,VERB,"{'Number': 'Sing', 'VerbForm': 'Inf'}",1
lying,lie,VERB,{'VerbForm': 'Ger'},3
touched,touch,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",4
sort,sort,VERB,{'VerbForm': 'Inf'},3
finds,find,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}",3
pretended,pretend,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
jumped,jump,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}",2
startled,startle,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",1
illustrated,illustrate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
experiencing,experience,VERB,{'VerbForm': 'Ger'},1
blew,blow,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
blown,blow,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}",3
harm,harm,VERB,{'VerbForm': 'Inf'},1
meditating,meditate,VERB,{'VerbForm': 'Ger'},1
frightened,frighten,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",3
dare,dare,VERB,{'VerbForm': 'Inf'},2
turn,turn,VERB,{'VerbForm': 'Inf'},13
skipped,skip,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
gladdened,gladden,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}",1
crazed,craze,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
groan,groan,VERB,{'VerbForm': 'Inf'},1
curse,curse,VERB,{'VerbForm': 'Inf'},1
overslept,oversleep,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}",1
